id,title,repository,workstream,workstream_title,subsystem,suggested_lane,classification,parallelism,prerequisites,write_scope,completion_condition
CS-JBC-FT04,Construct exact coverage and residual from factor candidates,CellShard,CSFT,Factor/topic program atom proposals,compiler/discovery/factor_topic,CS-JBC-L-DISC-FACTOR,settled required mechanism,Serial within CS-JBC-L-DISC-FACTOR; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-FT03,[proposed] include/CellShard/compiler/discovery/factor_topic/;[proposed] src/compiler/discovery/factor_topic/;[proposed] tests/jbc/discovery/factor_topic/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-FT05,Score factor candidates by execution utility,CellShard,CSFT,Factor/topic program atom proposals,compiler/discovery/factor_topic,CS-JBC-L-DISC-FACTOR,settled required mechanism,Serial within CS-JBC-L-DISC-FACTOR; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-FT04,[proposed] include/CellShard/compiler/discovery/factor_topic/;[proposed] src/compiler/discovery/factor_topic/;[proposed] tests/jbc/discovery/factor_topic/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-FT06,Implement the bounded internal factor experiment and null gate,CellShard,CSFT,Factor/topic program atom proposals,compiler/discovery/factor_topic,CS-JBC-L-DISC-FACTOR,experimental candidate; baseline and negative result required,Serial within CS-JBC-L-DISC-FACTOR; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-FT05,[proposed] include/CellShard/compiler/discovery/factor_topic/;[proposed] src/compiler/discovery/factor_topic/;[proposed] tests/jbc/discovery/factor_topic/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-TR01,Define the trajectory and lineage input contract,CellShard,CSTR,Trajectory and lineage atom discovery,compiler/discovery/trajectory,CS-JBC-L-DISC-TRAJECTORY,settled required mechanism,Serial within CS-JBC-L-DISC-TRAJECTORY; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-E16;CS-JBC-C01,[proposed] include/CellShard/compiler/discovery/trajectory/;[proposed] src/compiler/discovery/trajectory/;[proposed] tests/jbc/discovery/trajectory/;[proposed] bench/jbc/trajectory/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-TR02,Build state-neighborhood atom evidence,CellShard,CSTR,Trajectory and lineage atom discovery,compiler/discovery/trajectory,CS-JBC-L-DISC-TRAJECTORY,settled required mechanism,Serial within CS-JBC-L-DISC-TRAJECTORY; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-TR01,[proposed] include/CellShard/compiler/discovery/trajectory/;[proposed] src/compiler/discovery/trajectory/;[proposed] tests/jbc/discovery/trajectory/;[proposed] bench/jbc/trajectory/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-TR03,Normalize branch DAG and lineage-tree identity,CellShard,CSTR,Trajectory and lineage atom discovery,compiler/discovery/trajectory,CS-JBC-L-DISC-TRAJECTORY,settled required mechanism,Serial within CS-JBC-L-DISC-TRAJECTORY; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-TR02,[proposed] include/CellShard/compiler/discovery/trajectory/;[proposed] src/compiler/discovery/trajectory/;[proposed] tests/jbc/discovery/trajectory/;[proposed] bench/jbc/trajectory/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-TR04,Detect reusable common-prefix candidates,CellShard,CSTR,Trajectory and lineage atom discovery,compiler/discovery/trajectory,CS-JBC-L-DISC-TRAJECTORY,settled required mechanism,Serial within CS-JBC-L-DISC-TRAJECTORY; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-TR03,[proposed] include/CellShard/compiler/discovery/trajectory/;[proposed] src/compiler/discovery/trajectory/;[proposed] tests/jbc/discovery/trajectory/;[proposed] bench/jbc/trajectory/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-TR05,Construct exact branch-local atoms,CellShard,CSTR,Trajectory and lineage atom discovery,compiler/discovery/trajectory,CS-JBC-L-DISC-TRAJECTORY,settled required mechanism,Serial within CS-JBC-L-DISC-TRAJECTORY; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-TR04,[proposed] include/CellShard/compiler/discovery/trajectory/;[proposed] src/compiler/discovery/trajectory/;[proposed] tests/jbc/discovery/trajectory/;[proposed] bench/jbc/trajectory/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-TR06,Construct branch-delta atom proposals,CellShard,CSTR,Trajectory and lineage atom discovery,compiler/discovery/trajectory,CS-JBC-L-DISC-TRAJECTORY,settled required mechanism,Serial within CS-JBC-L-DISC-TRAJECTORY; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-TR05,[proposed] include/CellShard/compiler/discovery/trajectory/;[proposed] src/compiler/discovery/trajectory/;[proposed] tests/jbc/discovery/trajectory/;[proposed] bench/jbc/trajectory/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-TR07,Construct temporal-window atoms,CellShard,CSTR,Trajectory and lineage atom discovery,compiler/discovery/trajectory,CS-JBC-L-DISC-TRAJECTORY,settled required mechanism,Serial within CS-JBC-L-DISC-TRAJECTORY; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-TR06,[proposed] include/CellShard/compiler/discovery/trajectory/;[proposed] src/compiler/discovery/trajectory/;[proposed] tests/jbc/discovery/trajectory/;[proposed] bench/jbc/trajectory/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-TR08,Construct lineage-local working-set evidence,CellShard,CSTR,Trajectory and lineage atom discovery,compiler/discovery/trajectory,CS-JBC-L-DISC-TRAJECTORY,settled required mechanism,Serial within CS-JBC-L-DISC-TRAJECTORY; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-TR07,[proposed] include/CellShard/compiler/discovery/trajectory/;[proposed] src/compiler/discovery/trajectory/;[proposed] tests/jbc/discovery/trajectory/;[proposed] bench/jbc/trajectory/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-TR09,Construct transition-operator atoms,CellShard,CSTR,Trajectory and lineage atom discovery,compiler/discovery/trajectory,CS-JBC-L-DISC-TRAJECTORY,settled required mechanism,Serial within CS-JBC-L-DISC-TRAJECTORY; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-TR08,[proposed] include/CellShard/compiler/discovery/trajectory/;[proposed] src/compiler/discovery/trajectory/;[proposed] tests/jbc/discovery/trajectory/;[proposed] bench/jbc/trajectory/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-TR10,Implement incremental state-update overlays,CellShard,CSTR,Trajectory and lineage atom discovery,compiler/discovery/trajectory,CS-JBC-L-DISC-TRAJECTORY,settled required mechanism,Serial within CS-JBC-L-DISC-TRAJECTORY; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-TR09,[proposed] include/CellShard/compiler/discovery/trajectory/;[proposed] src/compiler/discovery/trajectory/;[proposed] tests/jbc/discovery/trajectory/;[proposed] bench/jbc/trajectory/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-TR11,Implement the predictive-prefetch experiment,CellShard,CSTR,Trajectory and lineage atom discovery,compiler/discovery/trajectory,CS-JBC-L-DISC-TRAJECTORY,settled required mechanism,Serial within CS-JBC-L-DISC-TRAJECTORY; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-TR10,[proposed] include/CellShard/compiler/discovery/trajectory/;[proposed] src/compiler/discovery/trajectory/;[proposed] tests/jbc/discovery/trajectory/;[proposed] bench/jbc/trajectory/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-TR12,Run trajectory-null controls and promotion gate,CellShard,CSTR,Trajectory and lineage atom discovery,compiler/discovery/trajectory,CS-JBC-L-DISC-TRAJECTORY,experimental candidate; baseline and negative result required,Serial within CS-JBC-L-DISC-TRAJECTORY; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-TR11,[proposed] include/CellShard/compiler/discovery/trajectory/;[proposed] src/compiler/discovery/trajectory/;[proposed] tests/jbc/discovery/trajectory/;[proposed] bench/jbc/trajectory/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-MM01,Define the shared multimodal identity spine,CellShard,CSMM,Multimodal identity-spine and atom discovery,compiler/discovery/multimodal,CS-JBC-L-DISC-MULTIMODAL,settled required mechanism,Serial within CS-JBC-L-DISC-MULTIMODAL; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-E16;CS-JBC-C01,[proposed] include/CellShard/compiler/discovery/multimodal/;[proposed] src/compiler/discovery/multimodal/;[proposed] tests/jbc/discovery/multimodal/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-MM02,Define modality-specific domain and value overlays,CellShard,CSMM,Multimodal identity-spine and atom discovery,compiler/discovery/multimodal,CS-JBC-L-DISC-MULTIMODAL,settled required mechanism,Serial within CS-JBC-L-DISC-MULTIMODAL; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-MM01,[proposed] include/CellShard/compiler/discovery/multimodal/;[proposed] src/compiler/discovery/multimodal/;[proposed] tests/jbc/discovery/multimodal/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-MM03,Represent explicit modality missingness,CellShard,CSMM,Multimodal identity-spine and atom discovery,compiler/discovery/multimodal,CS-JBC-L-DISC-MULTIMODAL,settled required mechanism,Serial within CS-JBC-L-DISC-MULTIMODAL; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-MM02,[proposed] include/CellShard/compiler/discovery/multimodal/;[proposed] src/compiler/discovery/multimodal/;[proposed] tests/jbc/discovery/multimodal/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-MM04,Represent unmatched and modality-only entities,CellShard,CSMM,Multimodal identity-spine and atom discovery,compiler/discovery/multimodal,CS-JBC-L-DISC-MULTIMODAL,settled required mechanism,Serial within CS-JBC-L-DISC-MULTIMODAL; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-MM03,[proposed] include/CellShard/compiler/discovery/multimodal/;[proposed] src/compiler/discovery/multimodal/;[proposed] tests/jbc/discovery/multimodal/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-MM05,Construct typed cross-modal relation atoms,CellShard,CSMM,Multimodal identity-spine and atom discovery,compiler/discovery/multimodal,CS-JBC-L-DISC-MULTIMODAL,settled required mechanism,Serial within CS-JBC-L-DISC-MULTIMODAL; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-MM04,[proposed] include/CellShard/compiler/discovery/multimodal/;[proposed] src/compiler/discovery/multimodal/;[proposed] tests/jbc/discovery/multimodal/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-MM06,Propose shared-destination multimodal bundles,CellShard,CSMM,Multimodal identity-spine and atom discovery,compiler/discovery/multimodal,CS-JBC-L-DISC-MULTIMODAL,settled required mechanism,Serial within CS-JBC-L-DISC-MULTIMODAL; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-MM05,[proposed] include/CellShard/compiler/discovery/multimodal/;[proposed] src/compiler/discovery/multimodal/;[proposed] tests/jbc/discovery/multimodal/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-MM07,Propose cross-modal persistent orders,CellShard,CSMM,Multimodal identity-spine and atom discovery,compiler/discovery/multimodal,CS-JBC-L-DISC-MULTIMODAL,settled required mechanism,Serial within CS-JBC-L-DISC-MULTIMODAL; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-MM06,[proposed] include/CellShard/compiler/discovery/multimodal/;[proposed] src/compiler/discovery/multimodal/;[proposed] tests/jbc/discovery/multimodal/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-MM08,Define a multi-payload multimodal atom family,CellShard,CSMM,Multimodal identity-spine and atom discovery,compiler/discovery/multimodal,CS-JBC-L-DISC-MULTIMODAL,settled required mechanism,Serial within CS-JBC-L-DISC-MULTIMODAL; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-MM07,[proposed] include/CellShard/compiler/discovery/multimodal/;[proposed] src/compiler/discovery/multimodal/;[proposed] tests/jbc/discovery/multimodal/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-MM09,Integrate exact multimodal certification,CellShard,CSMM,Multimodal identity-spine and atom discovery,compiler/discovery/multimodal,CS-JBC-L-DISC-MULTIMODAL,validation/evidence,Serial within CS-JBC-L-DISC-MULTIMODAL; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-MM08,[proposed] include/CellShard/compiler/discovery/multimodal/;[proposed] src/compiler/discovery/multimodal/;[proposed] tests/jbc/discovery/multimodal/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-MM10,Run modality-map nulls and promotion gate,CellShard,CSMM,Multimodal identity-spine and atom discovery,compiler/discovery/multimodal,CS-JBC-L-DISC-MULTIMODAL,experimental candidate; baseline and negative result required,Serial within CS-JBC-L-DISC-MULTIMODAL; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-MM09,[proposed] include/CellShard/compiler/discovery/multimodal/;[proposed] src/compiler/discovery/multimodal/;[proposed] tests/jbc/discovery/multimodal/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-SQ01,Define provider-defined coordinate coverage,CellShard,CSSQ,Future sequence/Baseplane-compatible atom interfaces,compiler/discovery/sequence_compat,CS-JBC-L-DISC-SEQUENCE,settled required mechanism,Serial within CS-JBC-L-DISC-SEQUENCE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-A20;receipt:CE-JBC-I02,[proposed] include/CellShard/compiler/discovery/sequence_compat/;[proposed] tests/jbc/discovery/sequence_compat/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-SQ02,Define reference and strand identity,CellShard,CSSQ,Future sequence/Baseplane-compatible atom interfaces,compiler/discovery/sequence_compat,CS-JBC-L-DISC-SEQUENCE,settled required mechanism,Serial within CS-JBC-L-DISC-SEQUENCE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-SQ01,[proposed] include/CellShard/compiler/discovery/sequence_compat/;[proposed] tests/jbc/discovery/sequence_compat/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-SQ03,Distinguish owned intervals from read-only halos,CellShard,CSSQ,Future sequence/Baseplane-compatible atom interfaces,compiler/discovery/sequence_compat,CS-JBC-L-DISC-SEQUENCE,settled required mechanism,Serial within CS-JBC-L-DISC-SEQUENCE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-SQ02,[proposed] include/CellShard/compiler/discovery/sequence_compat/;[proposed] tests/jbc/discovery/sequence_compat/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-SQ04,Represent hierarchical sequence intervals,CellShard,CSSQ,Future sequence/Baseplane-compatible atom interfaces,compiler/discovery/sequence_compat,CS-JBC-L-DISC-SEQUENCE,settled required mechanism,Serial within CS-JBC-L-DISC-SEQUENCE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-SQ03,[proposed] include/CellShard/compiler/discovery/sequence_compat/;[proposed] tests/jbc/discovery/sequence_compat/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-SQ05,Define long-range relation bridge productions,CellShard,CSSQ,Future sequence/Baseplane-compatible atom interfaces,compiler/discovery/sequence_compat,CS-JBC-L-DISC-SEQUENCE,settled required mechanism,Serial within CS-JBC-L-DISC-SEQUENCE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-SQ04,[proposed] include/CellShard/compiler/discovery/sequence_compat/;[proposed] tests/jbc/discovery/sequence_compat/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-SQ06,Implement a mock Baseplane-shaped provider and fixtures,CellShard,CSSQ,Future sequence/Baseplane-compatible atom interfaces,compiler/discovery/sequence_compat,CS-JBC-L-DISC-SEQUENCE,validation/evidence,Serial within CS-JBC-L-DISC-SEQUENCE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-SQ05,[proposed] include/CellShard/compiler/discovery/sequence_compat/;[proposed] tests/jbc/discovery/sequence_compat/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-OT01,Define the stable atom-access event schema,CellShard,CSOT,Operation-trace and graph-family atom discovery,compiler/discovery/operation_trace,CS-JBC-L-DISC-OPTRACE,settled required mechanism,Serial within CS-JBC-L-DISC-OPTRACE; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-E16;CS-JBC-C01,[proposed] include/CellShard/compiler/discovery/operation_trace/;[proposed] src/compiler/discovery/operation_trace/;[proposed] tests/jbc/discovery/operation_trace/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-OT02,Adapt Cellerator operation and stage identities,CellShard,CSOT,Operation-trace and graph-family atom discovery,compiler/discovery/operation_trace,CS-JBC-L-DISC-OPTRACE,settled required mechanism,Serial within CS-JBC-L-DISC-OPTRACE; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-OT01,[proposed] include/CellShard/compiler/discovery/operation_trace/;[proposed] src/compiler/discovery/operation_trace/;[proposed] tests/jbc/discovery/operation_trace/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-OT03,Implement streaming atom co-access heavy hitters,CellShard,CSOT,Operation-trace and graph-family atom discovery,compiler/discovery/operation_trace,CS-JBC-L-DISC-OPTRACE,settled required mechanism,Serial within CS-JBC-L-DISC-OPTRACE; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-OT02,[proposed] include/CellShard/compiler/discovery/operation_trace/;[proposed] src/compiler/discovery/operation_trace/;[proposed] tests/jbc/discovery/operation_trace/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-OT04,Discover persistent-order recurrence,CellShard,CSOT,Operation-trace and graph-family atom discovery,compiler/discovery/operation_trace,CS-JBC-L-DISC-OPTRACE,settled required mechanism,Serial within CS-JBC-L-DISC-OPTRACE; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-OT03,[proposed] include/CellShard/compiler/discovery/operation_trace/;[proposed] src/compiler/discovery/operation_trace/;[proposed] tests/jbc/discovery/operation_trace/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-OT05,Discover partial-result recurrence,CellShard,CSOT,Operation-trace and graph-family atom discovery,compiler/discovery/operation_trace,CS-JBC-L-DISC-OPTRACE,settled required mechanism,Serial within CS-JBC-L-DISC-OPTRACE; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-OT04,[proposed] include/CellShard/compiler/discovery/operation_trace/;[proposed] src/compiler/discovery/operation_trace/;[proposed] tests/jbc/discovery/operation_trace/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-OT06,Discover graph-family common fragments,CellShard,CSOT,Operation-trace and graph-family atom discovery,compiler/discovery/operation_trace,CS-JBC-L-DISC-OPTRACE,settled required mechanism,Serial within CS-JBC-L-DISC-OPTRACE; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-OT05,[proposed] include/CellShard/compiler/discovery/operation_trace/;[proposed] src/compiler/discovery/operation_trace/;[proposed] tests/jbc/discovery/operation_trace/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-OT07,Persist negative trace evidence and bounded summaries,CellShard,CSOT,Operation-trace and graph-family atom discovery,compiler/discovery/operation_trace,CS-JBC-L-DISC-OPTRACE,settled required mechanism,Serial within CS-JBC-L-DISC-OPTRACE; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-OT06,[proposed] include/CellShard/compiler/discovery/operation_trace/;[proposed] src/compiler/discovery/operation_trace/;[proposed] tests/jbc/discovery/operation_trace/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-OT08,Compare trace-only and biology-derived provenance,CellShard,CSOT,Operation-trace and graph-family atom discovery,compiler/discovery/operation_trace,CS-JBC-L-DISC-OPTRACE,settled required mechanism,Serial within CS-JBC-L-DISC-OPTRACE; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-OT07,[proposed] include/CellShard/compiler/discovery/operation_trace/;[proposed] src/compiler/discovery/operation_trace/;[proposed] tests/jbc/discovery/operation_trace/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-O01,Define stable composition-production identity and versioning,CellShard,CSCOMP,Typed atom composition DAG,compiler/composition,CS-JBC-L-COMPOSITION,settled required mechanism,Serial within CS-JBC-L-COMPOSITION; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-C16;receipt:CE-JBC-I06,[proposed] include/CellShard/compiler/composition/;[proposed] src/compiler/composition/;[proposed] tests/jbc/composition/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-O02,Define typed grammar symbols and atom-interface signatures,CellShard,CSCOMP,Typed atom composition DAG,compiler/composition,CS-JBC-L-COMPOSITION,settled required mechanism,Serial within CS-JBC-L-COMPOSITION; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-O01,[proposed] include/CellShard/compiler/composition/;[proposed] src/compiler/composition/;[proposed] tests/jbc/composition/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-O03,Implement disjoint-union composition,CellShard,CSCOMP,Typed atom composition DAG,compiler/composition,CS-JBC-L-COMPOSITION,settled required mechanism,Serial within CS-JBC-L-COMPOSITION; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-O02,[proposed] include/CellShard/compiler/composition/;[proposed] src/compiler/composition/;[proposed] tests/jbc/composition/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-O04,Implement ordered-concatenation composition,CellShard,CSCOMP,Typed atom composition DAG,compiler/composition,CS-JBC-L-COMPOSITION,settled required mechanism,Serial within CS-JBC-L-COMPOSITION; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-O03,[proposed] include/CellShard/compiler/composition/;[proposed] src/compiler/composition/;[proposed] tests/jbc/composition/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-O05,Implement exact sparse-support union,CellShard,CSCOMP,Typed atom composition DAG,compiler/composition,CS-JBC-L-COMPOSITION,settled required mechanism,Serial within CS-JBC-L-COMPOSITION; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-O04,[proposed] include/CellShard/compiler/composition/;[proposed] src/compiler/composition/;[proposed] tests/jbc/composition/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-O06,Implement coverage-intersection composition,CellShard,CSCOMP,Typed atom composition DAG,compiler/composition,CS-JBC-L-COMPOSITION,settled required mechanism,Serial within CS-JBC-L-COMPOSITION; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-O05,[proposed] include/CellShard/compiler/composition/;[proposed] src/compiler/composition/;[proposed] tests/jbc/composition/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-O07,Implement coverage-difference composition,CellShard,CSCOMP,Typed atom composition DAG,compiler/composition,CS-JBC-L-COMPOSITION,settled required mechanism,Serial within CS-JBC-L-COMPOSITION; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-O06,[proposed] include/CellShard/compiler/composition/;[proposed] src/compiler/composition/;[proposed] tests/jbc/composition/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-O08,Implement source-aligned merge,CellShard,CSCOMP,Typed atom composition DAG,compiler/composition,CS-JBC-L-COMPOSITION,settled required mechanism,Serial within CS-JBC-L-COMPOSITION; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-O07,[proposed] include/CellShard/compiler/composition/;[proposed] src/compiler/composition/;[proposed] tests/jbc/composition/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-O09,Implement destination-aligned merge,CellShard,CSCOMP,Typed atom composition DAG,compiler/composition,CS-JBC-L-COMPOSITION,settled required mechanism,Serial within CS-JBC-L-COMPOSITION; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-O08,[proposed] include/CellShard/compiler/composition/;[proposed] src/compiler/composition/;[proposed] tests/jbc/composition/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-O10,Implement identity-spine join,CellShard,CSCOMP,Typed atom composition DAG,compiler/composition,CS-JBC-L-COMPOSITION,settled required mechanism,Serial within CS-JBC-L-COMPOSITION; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-O09,[proposed] include/CellShard/compiler/composition/;[proposed] src/compiler/composition/;[proposed] tests/jbc/composition/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
