id,parent_id,kind,title,status,priority,parallel_policy,tags,depends_on_count,checkpoint_count,gate_count,consumes_interface_count,exclusive_paths,read_paths,forbidden_paths,shared_locks,next_action
CE-CCP1-B01-007,CE-CCP1-B01-000,task,Define backend resource discovery manifests,planned,846,serial_in_lane,b01;build-compiler;leaf,1,0,1,0,cmake/compiler;cmake/compiler/define_backend_resource_discovery_manifests.cmake;include/Cellerator/compiler/build;include/Cellerator/compiler/build/define_backend_resource_discovery_manifests_v1.hh;src/compiler/CMakeLists.txt;tests/compiler/b01/define_backend_resource_discovery_manifests_test.cc,CMakeLists.txt;cmake/providers;modules;src/compute;src/geometry;src/runtime/CMakeLists.txt,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement define backend resource discovery manifests in the isolated B01 lane, add the focused ce_ccp1_b01_007 gate, and publish a source-linked receipt."
CE-CCP1-B01-008,CE-CCP1-B01-000,task,Define build-tree generated header ownership,planned,846,serial_in_lane,b01;build-compiler;leaf,1,0,1,0,cmake/compiler;cmake/compiler/define_build_tree_generated_header_ownership.cmake;include/Cellerator/compiler/build;include/Cellerator/compiler/build/define_build_tree_generated_header_ownership_v1.hh;src/compiler/CMakeLists.txt;tests/compiler/b01/define_build_tree_generated_header_ownership_test.cc,CMakeLists.txt;cmake/providers;modules;src/compute;src/geometry;src/runtime/CMakeLists.txt,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement define build-tree generated header ownership in the isolated B01 lane, add the focused ce_ccp1_b01_008 gate, and publish a source-linked receipt."
CE-CCP1-B01-009,CE-CCP1-B01-000,task,Create host-only compiler smoke targets,planned,846,serial_in_lane,b01;build-compiler;leaf,1,0,1,0,cmake/compiler;cmake/compiler/create_host_only_compiler_smoke_targets.cmake;include/Cellerator/compiler/build;include/Cellerator/compiler/build/create_host_only_compiler_smoke_targets_v1.hh;src/compiler/CMakeLists.txt;tests/compiler/b01/create_host_only_compiler_smoke_targets_test.cc,CMakeLists.txt;cmake/providers;modules;src/compute;src/geometry;src/runtime/CMakeLists.txt,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement create host-only compiler smoke targets in the isolated B01 lane, add the focused ce_ccp1_b01_009 gate, and publish a source-linked receipt."
CE-CCP1-B01-010,CE-CCP1-B01-000,task,Create accelerator-enabled compiler smoke targets,planned,846,serial_in_lane,b01;build-compiler;leaf,1,0,1,0,cmake/compiler;cmake/compiler/create_accelerator_enabled_compiler_smoke_targets.cmake;include/Cellerator/compiler/build;include/Cellerator/compiler/build/create_accelerator_enabled_compiler_smoke_targets_v1.hh;src/compiler/CMakeLists.txt;tests/compiler/b01/create_accelerator_enabled_compiler_smoke_targets_test.cc,CMakeLists.txt;cmake/providers;modules;src/compute;src/geometry;src/runtime/CMakeLists.txt,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement create accelerator-enabled compiler smoke targets in the isolated B01 lane, add the focused ce_ccp1_b01_010 gate, and publish a source-linked receipt."
CE-CCP1-B01-011,CE-CCP1-B01-000,task,Define build presets and CI matrix,planned,846,serial_in_lane,b01;build-compiler;leaf,1,0,1,0,cmake/compiler;cmake/compiler/define_build_presets_and_ci_matrix.cmake;include/Cellerator/compiler/build;include/Cellerator/compiler/build/define_build_presets_and_ci_matrix_v1.hh;src/compiler/CMakeLists.txt;tests/compiler/b01/define_build_presets_and_ci_matrix_test.cc,CMakeLists.txt;cmake/providers;modules;src/compute;src/geometry;src/runtime/CMakeLists.txt,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement define build presets and ci matrix in the isolated B01 lane, add the focused ce_ccp1_b01_011 gate, and publish a source-linked receipt."
CE-CCP1-B01-012,CE-CCP1-B01-000,validation_task,Freeze the compiler target graph,planned,846,serial_in_lane,b01;build-compiler;leaf,2,1,1,1,cmake/compiler;cmake/compiler/freeze_the_compiler_target_graph.cmake;include/Cellerator/compiler/build;include/Cellerator/compiler/build/freeze_the_compiler_target_graph_v1.hh;src/compiler/CMakeLists.txt;tests/compiler/b01/freeze_the_compiler_target_graph_test.cc,CMakeLists.txt;cmake/providers;modules;src/compute;src/geometry;src/runtime/CMakeLists.txt,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement freeze the compiler target graph in the isolated B01 lane, add the focused ce_ccp1_b01_012 gate, and publish a source-linked receipt."
CE-CCP1-B02-000,CE-CCP1-P10,workstream,Compiler driver and NVCC-like downstream toolchain selection,planned,895,serial_lane,workstream;b02;compiler-driver,1,0,0,0,include/Cellerator/compiler/driver;src/compiler/driver;tools/cellerator,CMakeLists.txt;cmake/providers;docs/language;tools;include/Cellerator/execution/lowering_resumption,CMakeLists.txt;src/CMakeLists.txt;tools/CMakeLists.txt;tests/CMakeLists.txt;bench/CMakeLists.txt;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;.gitmodules;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;cmake/compiler/CelleratorCompilerTargets.cmake,,Claim B02-001 after milestone prerequisites are reached.
CE-CCP1-B02-001,CE-CCP1-B02-000,task,Define the compiler invocation and action graph,planned,845,serial_in_lane,b02;compiler-driver;leaf,1,0,1,0,include/Cellerator/compiler/driver;include/Cellerator/compiler/driver/define_the_compiler_invocation_and_action_graph_v1.hh;src/compiler/driver;src/compiler/driver/define_the_compiler_invocation_and_action_graph.cc;tests/compiler/b02/define_the_compiler_invocation_and_action_graph_test.cc;tools/cellerator;tools/cellerator/define_the_compiler_invocation_and_action_graph.cc,CMakeLists.txt;cmake/providers;docs/language;include/Cellerator/execution/lowering_resumption;tools,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/compiler/CelleratorCompilerTargets.cmake;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement define the compiler invocation and action graph in the isolated B02 lane, add the focused ce_ccp1_b02_001 gate, and publish a source-linked receipt."
CE-CCP1-B02-002,CE-CCP1-B02-000,task,Implement response-file and argv normalization contracts,planned,845,serial_in_lane,b02;compiler-driver;leaf,1,0,1,0,include/Cellerator/compiler/driver;include/Cellerator/compiler/driver/implement_response_file_and_argv_normalization_contracts_v1.hh;src/compiler/driver;src/compiler/driver/implement_response_file_and_argv_normalization_contracts.cc;tests/compiler/b02/implement_response_file_and_argv_normalization_contracts_test.cc;tools/cellerator;tools/cellerator/implement_response_file_and_argv_normalization_contracts.cc,CMakeLists.txt;cmake/providers;docs/language;include/Cellerator/execution/lowering_resumption;tools,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/compiler/CelleratorCompilerTargets.cmake;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement implement response-file and argv normalization contracts in the isolated B02 lane, add the focused ce_ccp1_b02_002 gate, and publish a source-linked receipt."
CE-CCP1-B02-003,CE-CCP1-B02-000,task,Discover host Clang toolchains,planned,845,serial_in_lane,b02;compiler-driver;leaf,1,0,1,0,include/Cellerator/compiler/driver;include/Cellerator/compiler/driver/discover_host_clang_toolchains_v1.hh;src/compiler/driver;src/compiler/driver/discover_host_clang_toolchains.cc;tests/compiler/b02/discover_host_clang_toolchains_test.cc;tools/cellerator;tools/cellerator/discover_host_clang_toolchains.cc,CMakeLists.txt;cmake/providers;docs/language;include/Cellerator/execution/lowering_resumption;tools,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/compiler/CelleratorCompilerTargets.cmake;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement discover host clang toolchains in the isolated B02 lane, add the focused ce_ccp1_b02_003 gate, and publish a source-linked receipt."
CE-CCP1-B02-004,CE-CCP1-B02-000,task,Discover host GCC toolchains,planned,845,serial_in_lane,b02;compiler-driver;leaf,1,0,1,0,include/Cellerator/compiler/driver;include/Cellerator/compiler/driver/discover_host_gcc_toolchains_v1.hh;src/compiler/driver;src/compiler/driver/discover_host_gcc_toolchains.cc;tests/compiler/b02/discover_host_gcc_toolchains_test.cc;tools/cellerator;tools/cellerator/discover_host_gcc_toolchains.cc,CMakeLists.txt;cmake/providers;docs/language;include/Cellerator/execution/lowering_resumption;tools,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/compiler/CelleratorCompilerTargets.cmake;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement discover host gcc toolchains in the isolated B02 lane, add the focused ce_ccp1_b02_004 gate, and publish a source-linked receipt."
CE-CCP1-B02-005,CE-CCP1-B02-000,task,Discover NVCC toolchains,planned,845,serial_in_lane,b02;compiler-driver;leaf,1,0,1,0,include/Cellerator/compiler/driver;include/Cellerator/compiler/driver/discover_nvcc_toolchains_v1.hh;src/compiler/driver;src/compiler/driver/discover_nvcc_toolchains.cc;tests/compiler/b02/discover_nvcc_toolchains_test.cc;tools/cellerator;tools/cellerator/discover_nvcc_toolchains.cc,CMakeLists.txt;cmake/providers;docs/language;include/Cellerator/execution/lowering_resumption;tools,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/compiler/CelleratorCompilerTargets.cmake;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement discover nvcc toolchains in the isolated B02 lane, add the focused ce_ccp1_b02_005 gate, and publish a source-linked receipt."
CE-CCP1-B02-006,CE-CCP1-B02-000,task,Discover Clang CUDA and LLVM/NVPTX toolchains,planned,845,serial_in_lane,b02;compiler-driver;leaf,1,0,1,0,include/Cellerator/compiler/driver;include/Cellerator/compiler/driver/discover_clang_cuda_and_llvm_nvptx_toolchains_v1.hh;src/compiler/driver;src/compiler/driver/discover_clang_cuda_and_llvm_nvptx_toolchains.cc;tests/compiler/b02/discover_clang_cuda_and_llvm_nvptx_toolchains_test.cc;tools/cellerator;tools/cellerator/discover_clang_cuda_and_llvm_nvptx_toolchains.cc,CMakeLists.txt;cmake/providers;docs/language;include/Cellerator/execution/lowering_resumption;tools,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/compiler/CelleratorCompilerTargets.cmake;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement discover clang cuda and llvm/nvptx toolchains in the isolated B02 lane, add the focused ce_ccp1_b02_006 gate, and publish a source-linked receipt."
CE-CCP1-B02-007,CE-CCP1-B02-000,task,Define toolchain override precedence,planned,845,serial_in_lane,b02;compiler-driver;leaf,1,0,1,0,include/Cellerator/compiler/driver;include/Cellerator/compiler/driver/define_toolchain_override_precedence_v1.hh;src/compiler/driver;src/compiler/driver/define_toolchain_override_precedence.cc;tests/compiler/b02/define_toolchain_override_precedence_test.cc;tools/cellerator;tools/cellerator/define_toolchain_override_precedence.cc,CMakeLists.txt;cmake/providers;docs/language;include/Cellerator/execution/lowering_resumption;tools,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/compiler/CelleratorCompilerTargets.cmake;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement define toolchain override precedence in the isolated B02 lane, add the focused ce_ccp1_b02_007 gate, and publish a source-linked receipt."
CE-CCP1-B02-008,CE-CCP1-B02-000,task,Track downstream C++ language and ABI mode,planned,845,serial_in_lane,b02;compiler-driver;leaf,1,0,1,0,include/Cellerator/compiler/driver;include/Cellerator/compiler/driver/track_downstream_c_language_and_abi_mode_v1.hh;src/compiler/driver;src/compiler/driver/track_downstream_c_language_and_abi_mode.cc;tests/compiler/b02/track_downstream_c_language_and_abi_mode_test.cc;tools/cellerator;tools/cellerator/track_downstream_c_language_and_abi_mode.cc,CMakeLists.txt;cmake/providers;docs/language;include/Cellerator/execution/lowering_resumption;tools,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/compiler/CelleratorCompilerTargets.cmake;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement track downstream c++ language and abi mode in the isolated B02 lane, add the focused ce_ccp1_b02_008 gate, and publish a source-linked receipt."
CE-CCP1-B02-009,CE-CCP1-B02-000,task,Implement plain C++ passthrough planning,planned,845,serial_in_lane,b02;compiler-driver;leaf,1,0,1,0,include/Cellerator/compiler/driver;include/Cellerator/compiler/driver/implement_plain_c_passthrough_planning_v1.hh;src/compiler/driver;src/compiler/driver/implement_plain_c_passthrough_planning.cc;tests/compiler/b02/implement_plain_c_passthrough_planning_test.cc;tools/cellerator;tools/cellerator/implement_plain_c_passthrough_planning.cc,CMakeLists.txt;cmake/providers;docs/language;include/Cellerator/execution/lowering_resumption;tools,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/compiler/CelleratorCompilerTargets.cmake;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement implement plain c++ passthrough planning in the isolated B02 lane, add the focused ce_ccp1_b02_009 gate, and publish a source-linked receipt."
CE-CCP1-B02-010,CE-CCP1-B02-000,task,Define compilation database and dependency-file behavior,planned,845,serial_in_lane,b02;compiler-driver;leaf,1,0,1,0,include/Cellerator/compiler/driver;include/Cellerator/compiler/driver/define_compilation_database_and_dependency_file_behavior_v1.hh;src/compiler/driver;src/compiler/driver/define_compilation_database_and_dependency_file_behavior.cc;tests/compiler/b02/define_compilation_database_and_dependency_file_behavior_test.cc;tools/cellerator;tools/cellerator/define_compilation_database_and_dependency_file_behavior.cc,CMakeLists.txt;cmake/providers;docs/language;include/Cellerator/execution/lowering_resumption;tools,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/compiler/CelleratorCompilerTargets.cmake;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement define compilation database and dependency-file behavior in the isolated B02 lane, add the focused ce_ccp1_b02_010 gate, and publish a source-linked receipt."
CE-CCP1-B02-011,CE-CCP1-B02-000,task,Define temporary artifact and cache policy,planned,845,serial_in_lane,b02;compiler-driver;leaf,1,0,1,0,include/Cellerator/compiler/driver;include/Cellerator/compiler/driver/define_temporary_artifact_and_cache_policy_v1.hh;src/compiler/driver;src/compiler/driver/define_temporary_artifact_and_cache_policy.cc;tests/compiler/b02/define_temporary_artifact_and_cache_policy_test.cc;tools/cellerator;tools/cellerator/define_temporary_artifact_and_cache_policy.cc,CMakeLists.txt;cmake/providers;docs/language;include/Cellerator/execution/lowering_resumption;tools,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/compiler/CelleratorCompilerTargets.cmake;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement define temporary artifact and cache policy in the isolated B02 lane, add the focused ce_ccp1_b02_011 gate, and publish a source-linked receipt."
CE-CCP1-B02-012,CE-CCP1-B02-000,task,Forward and remap downstream diagnostics,planned,845,serial_in_lane,b02;compiler-driver;leaf,1,0,1,0,include/Cellerator/compiler/driver;include/Cellerator/compiler/driver/forward_and_remap_downstream_diagnostics_v1.hh;src/compiler/driver;src/compiler/driver/forward_and_remap_downstream_diagnostics.cc;tests/compiler/b02/forward_and_remap_downstream_diagnostics_test.cc;tools/cellerator;tools/cellerator/forward_and_remap_downstream_diagnostics.cc,CMakeLists.txt;cmake/providers;docs/language;include/Cellerator/execution/lowering_resumption;tools,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/compiler/CelleratorCompilerTargets.cmake;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement forward and remap downstream diagnostics in the isolated B02 lane, add the focused ce_ccp1_b02_012 gate, and publish a source-linked receipt."
CE-CCP1-B02-013,CE-CCP1-B02-000,task,Fingerprint toolchains for artifacts and resumption,planned,845,serial_in_lane,b02;compiler-driver;leaf,1,0,1,0,include/Cellerator/compiler/driver;include/Cellerator/compiler/driver/fingerprint_toolchains_for_artifacts_and_resumption_v1.hh;src/compiler/driver;src/compiler/driver/fingerprint_toolchains_for_artifacts_and_resumption.cc;tests/compiler/b02/fingerprint_toolchains_for_artifacts_and_resumption_test.cc;tools/cellerator;tools/cellerator/fingerprint_toolchains_for_artifacts_and_resumption.cc,CMakeLists.txt;cmake/providers;docs/language;include/Cellerator/execution/lowering_resumption;tools,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/compiler/CelleratorCompilerTargets.cmake;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement fingerprint toolchains for artifacts and resumption in the isolated B02 lane, add the focused ce_ccp1_b02_013 gate, and publish a source-linked receipt."
CE-CCP1-B02-014,CE-CCP1-B02-000,validation_task,Deliver the driver passthrough milestone,planned,845,serial_in_lane,b02;compiler-driver;leaf,2,1,1,1,include/Cellerator/compiler/driver;include/Cellerator/compiler/driver/deliver_the_driver_passthrough_milestone_v1.hh;src/compiler/driver;src/compiler/driver/deliver_the_driver_passthrough_milestone.cc;tests/compiler/b02/deliver_the_driver_passthrough_milestone_test.cc;tools/cellerator;tools/cellerator/deliver_the_driver_passthrough_milestone.cc,CMakeLists.txt;cmake/providers;docs/language;include/Cellerator/execution/lowering_resumption;tools,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/compiler/CelleratorCompilerTargets.cmake;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement deliver the driver passthrough milestone in the isolated B02 lane, add the focused ce_ccp1_b02_014 gate, and publish a source-linked receipt."
CE-CCP1-B03-000,CE-CCP1-P10,workstream,"Source manager, preprocessing, file-local pragma, and shadow C++",planned,894,serial_lane,workstream;b03;compiler-frontend-source,1,0,0,0,include/Cellerator/compiler/frontend/source;src/compiler/frontend/source;tests/compiler/source,docs/language;modules;include/Cellerator;tools,CMakeLists.txt;src/CMakeLists.txt;tools/CMakeLists.txt;tests/CMakeLists.txt;bench/CMakeLists.txt;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;.gitmodules;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;cmake/compiler/CelleratorCompilerTargets.cmake,,Claim B03-001 after milestone prerequisites are reached.
CE-CCP1-B03-001,CE-CCP1-B03-000,task,Define the unified source-location model,planned,844,serial_in_lane,b03;compiler-frontend-source;leaf,1,0,1,0,include/Cellerator/compiler/frontend/source;include/Cellerator/compiler/frontend/source/define_the_unified_source_location_model_v1.hh;src/compiler/frontend/source;src/compiler/frontend/source/define_the_unified_source_location_model.cc;tests/compiler/source;tests/compiler/source/define_the_unified_source_location_model_test.cc,docs/language;include/Cellerator;modules;tools,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/compiler/CelleratorCompilerTargets.cmake;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement define the unified source-location model in the isolated B03 lane, add the focused ce_ccp1_b03_001 gate, and publish a source-linked receipt."
CE-CCP1-B03-002,CE-CCP1-B03-000,task,Classify source inputs independently of extension,planned,844,serial_in_lane,b03;compiler-frontend-source;leaf,1,0,1,0,include/Cellerator/compiler/frontend/source;include/Cellerator/compiler/frontend/source/classify_source_inputs_independently_of_extension_v1.hh;src/compiler/frontend/source;src/compiler/frontend/source/classify_source_inputs_independently_of_extension.cc;tests/compiler/source;tests/compiler/source/classify_source_inputs_independently_of_extension_test.cc,docs/language;include/Cellerator;modules;tools,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/compiler/CelleratorCompilerTargets.cmake;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement classify source inputs independently of extension in the isolated B03 lane, add the focused ce_ccp1_b03_002 gate, and publish a source-linked receipt."
CE-CCP1-B03-003,CE-CCP1-B03-000,task,Register the #pragma cellerator preprocessor contract,planned,844,serial_in_lane,b03;compiler-frontend-source;leaf,1,0,1,0,include/Cellerator/compiler/frontend/source;include/Cellerator/compiler/frontend/source/register_the_pragma_cellerator_preprocessor_contract_v1.hh;src/compiler/frontend/source;src/compiler/frontend/source/register_the_pragma_cellerator_preprocessor_contract.cc;tests/compiler/source;tests/compiler/source/register_the_pragma_cellerator_preprocessor_contract_test.cc,docs/language;include/Cellerator;modules;tools,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/compiler/CelleratorCompilerTargets.cmake;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement register the #pragma cellerator preprocessor contract in the isolated B03 lane, add the focused ce_ccp1_b03_003 gate, and publish a source-linked receipt."
CE-CCP1-B03-004,CE-CCP1-B03-000,task,Implement file-local dialect state,planned,844,serial_in_lane,b03;compiler-frontend-source;leaf,1,0,1,0,include/Cellerator/compiler/frontend/source;include/Cellerator/compiler/frontend/source/implement_file_local_dialect_state_v1.hh;src/compiler/frontend/source;src/compiler/frontend/source/implement_file_local_dialect_state.cc;tests/compiler/source;tests/compiler/source/implement_file_local_dialect_state_test.cc,docs/language;include/Cellerator;modules;tools,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/compiler/CelleratorCompilerTargets.cmake;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement implement file-local dialect state in the isolated B03 lane, add the focused ce_ccp1_b03_004 gate, and publish a source-linked receipt."
CE-CCP1-B03-005,CE-CCP1-B03-000,task,Define pragma interaction with preprocessing conditionals,planned,844,serial_in_lane,b03;compiler-frontend-source;leaf,1,0,1,0,include/Cellerator/compiler/frontend/source;include/Cellerator/compiler/frontend/source/define_pragma_interaction_with_preprocessing_conditional_v1.hh;src/compiler/frontend/source;src/compiler/frontend/source/define_pragma_interaction_with_preprocessing_conditional.cc;tests/compiler/source;tests/compiler/source/define_pragma_interaction_with_preprocessing_conditional_test.cc,docs/language;include/Cellerator;modules;tools,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/compiler/CelleratorCompilerTargets.cmake;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement define pragma interaction with preprocessing conditionals in the isolated B03 lane, add the focused ce_ccp1_b03_005 gate, and publish a source-linked receipt."
CE-CCP1-B03-006,CE-CCP1-B03-000,task,Build a lossless raw-token stream,planned,844,serial_in_lane,b03;compiler-frontend-source;leaf,1,0,1,0,include/Cellerator/compiler/frontend/source;include/Cellerator/compiler/frontend/source/build_a_lossless_raw_token_stream_v1.hh;src/compiler/frontend/source;src/compiler/frontend/source/build_a_lossless_raw_token_stream.cc;tests/compiler/source;tests/compiler/source/build_a_lossless_raw_token_stream_test.cc,docs/language;include/Cellerator;modules;tools,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/compiler/CelleratorCompilerTargets.cmake;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement build a lossless raw-token stream in the isolated B03 lane, add the focused ce_ccp1_b03_006 gate, and publish a source-linked receipt."
